model,precision_at_1,precision_at_5,precision_at_10,recall_at_1,recall_at_5,recall_at_10,ndcg_at_1,ndcg_at_5,ndcg_at_10,mrr,map,category,method,overall_score
llm_enhanced_dpr,0.4147932173539639,0.3276025946290808,0.2233226580003479,0.2857042779815166,0.48809258046418824,0.5523517841523171,0.45904774600197246,0.5372449552793093,0.5562177556491479,0.42255676763561856,0.4235977819448719,LLM-Enhanced,LLM + Clustering + Hard Negatives,0.4386122413593579
pretrain_ance,0.3779228935526838,0.2968500392024227,0.2154529885998382,0.15926277776399775,0.47130353516912443,0.572019472266403,0.4419947350799439,0.4869659349623794,0.4600735164715598,0.40251962977469,0.31702213630511533,Hard Negatives,ANCE,0.41251640177812277
